sale_id,sale_date,product_id,quantity,customer_id,total_amount,rating
8932,04/09/2024,2,7,61,6300,4
6335,01/05/2024,14,10,61,3200,5
6837,01/23/2024,2,19,61,17100,5
9077,04/25/2024,2,19,61,17100,4
95,01/11/2023,22,16,61,6400,5
400,02/09/2023,5,7,61,3150,5
385,02/07/2023,14,6,62,1920,4
1399,05/08/2023,9,12,62,8400,4
1456,05/12/2023,24,20,62,10000,5
1719,06/05/2023,28,15,62,4500,5
2381,08/10/2023,24,10,62,5000,5
2512,08/22/2023,24,19,62,9500,5
2790,09/07/2023,21,10,62,6500,5
2999,09/13/2023,24,18,62,9000,5
4187,10/23/2023,9,7,62,4900,4
5829,12/19/2023,9,15,62,10500,5
7783,02/25/2024,3,14,62,3500,5
8219,03/09/2024,2,20,62,18000,5
9921,08/06/2024,1,11,62,3850,4
1220,04/23/2023,4,13,62,7800,5
1257,04/26/2023,16,14,62,7000,5
4061,10/19/2023,4,10,62,6000,4
6850,01/23/2024,3,13,62,3250,4
7331,02/10/2024,1,14,62,4900,5
8024,03/03/2024,1,12,62,4200,5
8879,04/02/2024,3,9,62,2250,5
9859,07/30/2024,1,15,62,5250,5
102,01/12/2023,17,6,62,3600,4
1633,05/29/2023,20,5,62,4000,5
3817,10/10/2023,4,7,62,4200,5
6055,12/26/2023,14,18,62,5760,5
2202,07/23/2023,3,16,62,4000,5
3689,10/05/2023,9,18,62,12600,5
4586,11/06/2023,10,13,62,23400,4
6672,01/17/2024,2,15,62,13500,5
7779,02/25/2024,3,13,62,3250,5
8754,03/28/2024,2,6,62,5400,4
5550,12/09/2023,3,19,62,4750,4
3078,09/16/2023,22,16,62,6400,5
4755,11/12/2023,8,10,62,7500,4
5862,12/20/2023,14,19,62,6080,4
1600,05/26/2023,12,17,63,5100,5
1739,06/07/2023,2,5,63,4500,5
2448,08/16/2023,24,7,63,3500,5
3192,09/19/2023,24,19,63,9500,4
3583,10/02/2023,4,19,63,11400,5
3656,10/04/2023,8,11,63,8250,4
3977,10/15/2023,9,18,63,12600,4
5102,11/24/2023,7,11,63,16500,5
5240,11/29/2023,8,5,63,3750,5
6490,01/10/2024,14,6,63,1920,5
6994,01/29/2024,1,13,63,4550,5
8606,03/23/2024,1,7,63,2450,4
9287,05/16/2024,1,5,63,1750,4
9500,06/12/2024,1,8,63,2800,5
627,03/01/2023,6,7,63,8400,5
1443,05/11/2023,20,11,63,8800,5
2005,07/05/2023,24,19,63,9500,4
2038,07/08/2023,25,19,63,11400,5
3400,09/26/2023,23,13,63,3250,5
4848,11/15/2023,5,16,63,7200,5
7897,02/29/2024,3,14,63,3500,5
10014,08/16/2024,1,11,63,3850,4
124,01/15/2023,7,10,63,15000,4
919,03/26/2023,23,10,63,2500,5
2389,08/10/2023,24,11,63,5500,5
3303,09/23/2023,22,10,63,4000,5
3317,09/23/2023,24,7,63,3500,5
4577,11/06/2023,5,8,63,3600,4
5711,12/15/2023,6,5,63,6000,5
8186,03/08/2024,2,10,63,9000,4
8279,03/11/2024,3,11,63,2750,5
4981,11/20/2023,1,6,63,2100,5
7172,02/04/2024,4,15,63,9000,4
10147,09/03/2024,4,10,63,6000,4
7658,02/21/2024,2,12,63,10800,5
403,02/09/2023,11,18,64,9900,5
645,03/02/2023,7,11,64,16500,5
768,03/11/2023,14,17,64,5440,4
2652,09/02/2023,24,17,64,8500,4
2907,09/10/2023,22,11,64,4400,5
5866,12/20/2023,14,15,64,4800,4
7570,02/18/2024,1,14,64,4900,5
7902,02/29/2024,4,17,64,10200,5
8674,03/25/2024,1,9,64,3150,5
9126,05/01/2024,2,12,64,10800,4
9982,08/12/2024,3,13,64,3250,4
2028,07/08/2023,3,8,64,2000,5
2852,09/09/2023,21,16,64,10400,4
3643,10/04/2023,5,5,64,2250,4
4075,10/19/2023,8,10,64,7500,4
4412,11/01/2023,9,9,64,6300,4
6381,01/06/2024,14,5,64,1600,4
8195,03/08/2024,2,8,64,7200,5
8968,04/13/2024,3,8,64,2000,4
10038,08/20/2024,2,6,64,5400,5
10136,09/03/2024,1,18,64,6300,4
839,03/17/2023,24,13,64,6500,4
1226,04/23/2023,19,5,64,1500,4
2088,07/13/2023,22,7,64,2800,5
2253,07/27/2023,27,17,64,3400,5
3488,09/29/2023,22,13,64,5200,5
3553,10/01/2023,23,8,64,2000,5
9948,08/08/2024,4,10,64,6000,5
2445,08/16/2023,24,8,64,4000,5
2922,09/10/2023,23,5,64,1250,5
3515,09/30/2023,22,18,64,7200,5
8502,03/19/2024,1,8,64,2800,5
9937,08/07/2024,3,20,64,5000,5
3095,09/17/2023,22,7,64,2800,4
5521,12/08/2023,4,14,64,8400,4
9575,06/22/2024,1,12,64,4200,4
1761,06/09/2023,3,7,64,1750,4
5199,11/28/2023,2,20,64,18000,4
6212,01/01/2024,14,10,64,3200,5
7390,02/11/2024,4,19,64,11400,4
898,03/24/2023,11,20,65,11000,4
1011,04/03/2023,3,12,65,3000,4
1102,04/11/2023,4,19,65,11400,4
1462,05/13/2023,13,10,65,4500,5
1814,06/14/2023,19,5,65,1500,4
2017,07/07/2023,2,12,65,10800,5
2580,08/28/2023,24,8,65,4000,4
2840,09/08/2023,23,11,65,2750,5
4199,10/24/2023,4,15,65,9000,4
4871,11/16/2023,3,15,65,3750,4
6788,01/21/2024,2,15,65,13500,4
8041,03/03/2024,3,11,65,2750,5
9084,04/26/2024,1,8,65,2800,5
79,01/10/2023,8,8,65,6000,5
521,02/20/2023,15,13,65,4550,5
750,03/10/2023,10,11,65,19800,5
876,03/21/2023,27,5,65,1000,5
1414,05/09/2023,5,19,65,8550,4
1757,06/08/2023,19,8,65,2400,4
2516,08/23/2023,24,5,65,2500,4
3226,09/21/2023,21,12,65,7800,5
3765,10/08/2023,2,13,65,11700,4
4053,10/18/2023,11,19,65,10450,5
4237,10/25/2023,11,5,65,2750,5
4790,11/13/2023,8,17,65,12750,5
5007,11/20/2023,11,13,65,7150,5
5431,12/04/2023,11,6,65,3300,5
7626,02/19/2024,4,18,65,10800,5
8240,03/10/2024,1,17,65,5950,4
8387,03/15/2024,2,19,65,17100,4
8446,03/17/2024,2,20,65,18000,5
8463,03/17/2024,4,19,65,11400,5
9075,04/25/2024,2,8,65,7200,5
9675,07/03/2024,4,11,65,6600,5
10154,09/04/2024,3,8,65,2000,5
340,02/02/2023,7,20,65,30000,4
1081,04/09/2023,13,16,65,7200,4
1145,04/15/2023,9,17,65,11900,5
2744,09/05/2023,24,16,65,8000,5
2978,09/12/2023,24,5,65,2500,4
3333,09/24/2023,22,17,65,6800,4
3445,09/28/2023,21,8,65,5200,4
3609,10/02/2023,24,20,65,10000,4
3868,10/12/2023,2,18,65,16200,4
3944,10/14/2023,7,16,65,24000,4
6320,01/04/2024,14,5,65,1600,5
10155,09/04/2024,3,15,65,3750,4
3154,09/18/2023,24,12,65,6000,4
5905,12/21/2023,14,7,65,2240,4
1885,06/23/2023,1,12,65,4200,4
5120,11/25/2023,5,20,65,9000,5
5454,12/05/2023,11,5,65,2750,4
162,01/18/2023,11,9,65,4950,4
3187,09/19/2023,24,11,65,5500,5
286,01/29/2023,26,14,66,12600,4
711,03/06/2023,28,12,66,3600,5
836,03/17/2023,12,12,66,3600,5
1389,05/07/2023,4,8,66,4800,4
1552,05/21/2023,27,16,66,3200,4
2345,08/06/2023,24,6,66,3000,5
2777,09/06/2023,24,10,66,5000,5
4735,11/11/2023,11,8,66,4400,4
6370,01/06/2024,14,14,66,4480,4
6592,01/14/2024,1,20,66,7000,5
7362,02/11/2024,1,7,66,2450,5
7363,02/11/2024,2,18,66,16200,5
9983,08/12/2024,3,10,66,2500,5
320,02/01/2023,2,18,66,16200,4
577,02/24/2023,17,6,66,3600,5
932,03/28/2023,19,10,66,3000,5
1208,04/22/2023,10,16,66,28800,5
3654,10/04/2023,7,7,66,10500,4
3883,10/12/2023,8,17,66,12750,5
4892,11/17/2023,5,14,66,6300,4
4989,11/20/2023,3,11,66,2750,4
6544,01/12/2024,3,6,66,1500,4
9688,07/05/2024,2,11,66,9900,4
10323,09/25/2024,2,17,66,15300,5
352,02/03/2023,9,10,66,7000,4
4451,11/02/2023,9,16,66,11200,5
4839,11/15/2023,2,13,66,11700,5
6906,01/25/2024,4,20,66,12000,5
8303,03/12/2024,2,8,66,7200,4
9372,05/25/2024,4,15,66,9000,5
9766,07/17/2024,2,7,66,6300,4
2506,08/22/2023,24,5,66,2500,5
3468,09/28/2023,24,11,66,5500,5
4682,11/10/2023,4,11,66,6600,5
5046,11/22/2023,3,18,66,4500,5
4647,11/09/2023,1,7,66,2450,5
530,02/21/2023,16,5,66,2500,5
3075,09/16/2023,22,20,66,8000,4
3270,09/22/2023,22,11,66,4400,4
4496,11/04/2023,2,20,66,18000,5
7333,02/10/2024,2,19,66,17100,5
621,02/28/2023,24,6,67,3000,5
1762,06/09/2023,5,7,67,3150,4
2916,09/10/2023,23,17,67,4250,5
2945,09/11/2023,22,10,67,4000,4
3039,09/15/2023,22,17,67,6800,5
3331,09/24/2023,22,7,67,2800,4
3428,09/27/2023,23,18,67,4500,4
3821,10/10/2023,5,7,67,3150,5
5251,11/29/2023,11,16,67,8800,5
6704,01/18/2024,2,15,67,13500,4
7935,03/01/2024,2,15,67,13500,4
9051,04/22/2024,3,10,67,2500,5
492,02/16/2023,17,7,67,4200,5
2400,08/11/2023,24,12,67,6000,4
3608,10/02/2023,24,7,67,3500,4
4904,11/17/2023,9,9,67,6300,4
5100,11/24/2023,6,8,67,9600,5
5508,12/08/2023,1,20,67,7000,4
8407,03/16/2024,1,15,67,5250,5
8819,03/30/2024,2,13,67,11700,4
9635,06/29/2024,3,20,67,5000,4
269,01/27/2023,20,5,67,4000,4
338,02/02/2023,5,18,67,8100,4
428,02/11/2023,12,10,67,3000,4
6531,01/12/2024,2,10,67,9000,5
10261,09/18/2024,1,18,67,6300,4
6340,01/05/2024,14,16,67,5120,4
6798,01/21/2024,3,12,67,3000,5
5943,12/22/2023,14,12,67,3840,5
258,01/26/2023,26,8,67,7200,5
1134,04/14/2023,12,19,67,5700,4
2505,08/22/2023,24,15,67,7500,5
3706,10/06/2023,5,19,67,8550,4
4899,11/17/2023,6,12,67,14400,5
6454,01/09/2024,14,8,67,2560,4
662,03/03/2023,4,18,68,10800,5
1397,05/07/2023,28,9,68,2700,5
1898,06/24/2023,24,20,68,10000,4
2896,09/10/2023,21,19,68,12350,5
3756,10/07/2023,9,17,68,11900,5
6134,12/29/2023,14,16,68,5120,4
6520,01/12/2024,1,7,68,2450,4
8311,03/12/2024,3,19,68,4750,4
8597,03/22/2024,3,11,68,2750,4
9015,04/18/2024,4,15,68,9000,4
9741,07/13/2024,2,10,68,9000,5
10018,08/16/2024,4,18,68,10800,5
8,01/02/2023,2,15,68,13500,5
301,01/30/2023,23,18,68,4500,5
865,03/21/2023,1,11,68,3850,5
3696,10/06/2023,1,18,68,6300,5
4571,11/06/2023,3,13,68,3250,5
4684,11/10/2023,5,16,68,7200,5
5067,11/23/2023,1,10,68,3500,4
5263,11/30/2023,3,14,68,3500,5
6434,01/08/2024,14,12,68,3840,5
6438,01/08/2024,14,8,68,2560,5
6853,01/23/2024,4,18,68,10800,4
8527,03/19/2024,4,11,68,6600,5
9087,04/26/2024,3,10,68,2500,4
9093,04/27/2024,3,13,68,3250,5
9136,05/01/2024,4,14,68,8400,5
9657,07/01/2024,4,16,68,9600,4
9682,07/04/2024,4,11,68,6600,4
2062,07/11/2023,9,20,68,14000,5
2223,07/25/2023,3,12,68,3000,5
3811,10/10/2023,2,20,68,18000,4
4330,10/28/2023,11,15,68,8250,4
6631,01/15/2024,4,15,68,9000,4
7204,02/06/2024,1,10,68,3500,4
7872,02/28/2024,3,9,68,2250,4
9882,08/02/2024,3,17,68,4250,5
2640,09/02/2023,24,20,68,10000,5
4497,11/04/2023,2,5,68,4500,4
4555,11/05/2023,8,17,68,12750,4
6851,01/23/2024,4,10,68,6000,4
146,01/17/2023,1,10,68,3500,5
1797,06/12/2023,14,16,68,5120,4
3055,09/15/2023,24,11,68,5500,4
625,03/01/2023,4,9,68,5400,4
6407,01/07/2024,14,10,68,3200,4
7183,02/05/2024,2,16,68,14400,4
7218,02/06/2024,3,6,68,1500,5
1802,06/13/2023,20,19,69,15200,4
2702,09/04/2023,24,17,69,8500,4
3591,10/02/2023,9,7,69,4900,5
3634,10/04/2023,1,6,69,2100,5
3835,10/10/2023,10,7,69,12600,4
7425,02/12/2024,3,19,69,4750,4
9832,07/25/2024,4,9,69,5400,5
10367,09/30/2024,1,20,69,7000,5
10382,10/01/2024,1,6,69,2100,4
175,01/19/2023,14,12,69,3840,5
554,02/22/2023,27,11,69,2200,5
2187,07/22/2023,4,17,69,10200,4
2548,08/26/2023,24,11,69,5500,5
2633,09/01/2023,24,20,69,10000,4
3356,09/25/2023,21,8,69,5200,5
4190,10/23/2023,10,20,69,36000,5
4526,11/05/2023,1,5,69,1750,4
4852,11/15/2023,8,7,69,5250,4
7148,02/04/2024,1,5,69,1750,4
7841,02/27/2024,3,10,69,2500,5
8072,03/04/2024,3,18,69,4500,4
8621,03/23/2024,2,8,69,7200,4
9043,04/21/2024,4,11,69,6600,5
52,01/06/2023,15,19,69,6650,5
678,03/04/2023,12,14,69,4200,4
1149,04/15/2023,20,14,69,11200,4
2270,07/29/2023,23,19,69,4750,4
6603,01/14/2024,3,6,69,1500,5
10069,08/23/2024,2,18,69,16200,4
6721,01/19/2024,1,18,69,6300,4
6955,01/27/2024,3,10,69,2500,5
7604,02/19/2024,1,8,69,2800,5
1508,05/17/2023,20,12,69,9600,4
3294,09/23/2023,21,14,69,9100,5
5896,12/21/2023,14,16,69,5120,4
7846,02/27/2024,3,19,69,4750,4
10225,09/13/2024,2,13,69,11700,4
8584,03/22/2024,1,14,69,4900,5
2328,08/03/2023,24,11,70,5500,4
4366,10/30/2023,10,8,70,14400,4
5197,11/28/2023,1,17,70,5950,5
5553,12/09/2023,4,10,70,6000,5
5934,12/22/2023,14,20,70,6400,5
6224,01/01/2024,14,16,70,5120,5
6321,01/04/2024,14,6,70,1920,4
8481,03/18/2024,3,8,70,2000,4
9008,04/18/2024,1,20,70,7000,5
9823,07/24/2024,3,14,70,3500,4
10062,08/22/2024,3,11,70,2750,4
1417,05/09/2023,12,7,70,2100,5
1586,05/24/2023,20,6,70,4800,5
2279,07/30/2023,11,11,70,6050,5
2940,09/11/2023,22,14,70,5600,5
3871,10/12/2023,4,12,70,7200,5
3906,10/13/2023,5,14,70,6300,4
5306,12/01/2023,6,6,70,7200,5
6686,01/17/2024,4,17,70,10200,5
7193,02/05/2024,4,12,70,7200,4
8273,03/11/2024,2,18,70,16200,4
8431,03/16/2024,4,15,70,9000,5
9383,05/26/2024,4,12,70,7200,4
3271,09/22/2023,22,14,70,5600,5
3914,10/13/2023,7,13,70,19500,5
5655,12/12/2023,11,13,70,7150,5
8298,03/12/2024,1,7,70,2450,5
8913,04/06/2024,1,20,70,7000,5
141,01/16/2023,14,13,70,4160,5
1227,04/23/2023,20,14,70,11200,5
5377,12/03/2023,1,19,70,6650,4
5421,12/04/2023,8,8,70,6000,4
5730,12/16/2023,3,17,70,4250,5
9621,06/27/2024,3,9,70,2250,4
9883,08/02/2024,3,16,70,4000,5
1772,06/10/2023,12,18,70,5400,5
3279,09/22/2023,23,20,70,5000,5
4569,11/06/2023,3,16,70,4000,4
105,01/12/2023,21,5,71,3250,4
3204,09/20/2023,21,8,71,5200,5
4738,11/12/2023,2,7,71,6300,4
7355,02/11/2024,1,7,71,2450,4
7448,02/13/2024,3,17,71,4250,5
10235,09/13/2024,4,14,71,8400,4
513,02/19/2023,28,18,71,5400,5
689,03/04/2023,26,18,71,16200,4
1674,06/02/2023,14,14,71,4480,4
1784,06/11/2023,7,16,71,24000,5
1835,06/16/2023,12,12,71,3600,5
5620,12/11/2023,6,11,71,13200,4
6139,12/29/2023,14,5,71,1600,4
7134,02/03/2024,3,8,71,2000,4
7210,02/06/2024,2,16,71,14400,4
7498,02/15/2024,3,14,71,3500,5
7928,03/01/2024,2,8,71,7200,5
8248,03/10/2024,2,8,71,7200,5
9478,06/08/2024,3,13,71,3250,4
10196,09/09/2024,2,13,71,11700,4
179,01/20/2023,1,8,71,2800,4
1845,06/17/2023,26,13,71,11700,5
2011,07/06/2023,5,11,71,4950,5
2216,07/24/2023,20,9,71,7200,4
2542,08/26/2023,24,12,71,6000,5
3668,10/05/2023,2,16,71,14400,5
3873,10/12/2023,4,5,71,3000,5
4409,11/01/2023,8,17,71,12750,4
4511,11/04/2023,8,7,71,5250,4
7013,01/29/2024,3,14,71,3500,5
6213,01/01/2024,14,20,71,6400,4
7645,02/20/2024,3,10,71,2500,5
1062,04/08/2023,6,17,71,20400,4
7076,01/31/2024,4,9,71,5400,4
8930,04/09/2024,1,18,71,6300,5
237,01/25/2023,4,7,71,4200,4
7016,01/29/2024,3,19,71,4750,5
331,02/01/2023,23,13,72,3250,4
855,03/19/2023,9,13,72,9100,5
1836,06/16/2023,17,11,72,6600,4
3037,09/15/2023,21,14,72,9100,4
3341,09/24/2023,23,10,72,2500,5
4154,10/22/2023,11,11,72,6050,5
6098,12/28/2023,14,16,72,5120,5
7033,01/30/2024,2,13,72,11700,4
9041,04/21/2024,3,14,72,3500,5
9607,06/25/2024,2,9,72,8100,5
1400,05/08/2023,10,8,72,14400,4
1733,06/06/2023,18,17,72,7650,4
1865,06/21/2023,1,8,72,2800,5
3348,09/24/2023,24,6,72,3000,4
3554,10/01/2023,23,9,72,2250,5
4582,11/06/2023,8,8,72,6000,4
4913,11/18/2023,1,15,72,5250,5
5059,11/22/2023,11,19,72,10450,4
6024,12/25/2023,14,13,72,4160,4
6650,01/16/2024,3,12,72,3000,5
7161,02/04/2024,2,18,72,16200,4
8435,03/17/2024,1,9,72,3150,4
8644,03/24/2024,2,7,72,6300,5
9345,05/23/2024,3,9,72,2250,5
10164,09/05/2024,3,12,72,3000,4
314,01/31/2023,21,9,72,5850,5
503,02/18/2023,11,19,72,10450,5
767,03/11/2023,14,11,72,3520,5
1126,04/13/2023,25,8,72,4800,5
2029,07/08/2023,4,20,72,12000,5
2359,08/07/2023,24,6,72,3000,5
2428,08/14/2023,24,17,72,8500,4
3496,09/29/2023,23,14,72,3500,5
4722,11/11/2023,8,20,72,15000,4
6356,01/05/2024,14,13,72,4160,4
6756,01/20/2024,2,5,72,4500,5
6930,01/26/2024,3,18,72,4500,5
7584,02/18/2024,2,5,72,4500,4
2693,09/03/2023,24,8,72,4000,4
3997,10/16/2023,8,19,72,14250,4
5349,12/02/2023,3,5,72,1250,4
2049,07/09/2023,27,19,72,3800,4
9215,05/09/2024,1,20,72,7000,4
133,01/16/2023,5,6,72,2700,4
1236,04/24/2023,12,15,73,4500,5
3921,10/13/2023,11,10,73,5500,4
5544,12/09/2023,1,10,73,3500,5
5727,12/16/2023,2,14,73,12600,4
6113,12/28/2023,14,13,73,4160,5
7306,02/09/2024,3,15,73,3750,4
7542,02/17/2024,1,6,73,2100,5
8148,03/06/2024,4,11,73,6600,4
8177,03/08/2024,1,10,73,3500,5
9918,08/05/2024,4,16,73,9600,4
824,03/16/2023,15,8,73,2800,4
1244,04/25/2023,6,19,73,22800,4
1392,05/07/2023,9,19,73,13300,5
3681,10/05/2023,8,16,73,12000,4
3740,10/07/2023,4,14,73,8400,5
4147,10/22/2023,9,11,73,7700,5
4492,11/03/2023,11,17,73,9350,5
6048,12/26/2023,14,9,73,2880,4
8021,03/02/2024,4,16,73,9600,4
8525,03/19/2024,3,7,73,1750,4
9010,04/18/2024,2,11,73,9900,5
10219,09/12/2024,4,20,73,12000,4
10253,09/16/2024,4,20,73,12000,5
215,01/24/2023,1,18,73,6300,4
242,01/25/2023,15,11,73,3850,4
1108,04/11/2023,26,6,73,5400,5
1293,04/29/2023,1,18,73,6300,4
1820,06/15/2023,8,7,73,5250,5
1950,07/01/2023,10,18,73,32400,5
4507,11/04/2023,6,5,73,6000,4
4847,11/15/2023,5,14,73,6300,4
8669,03/24/2024,4,12,73,7200,5
1350,05/03/2023,22,19,73,7600,5
3967,10/15/2023,5,14,73,6300,5
10245,09/15/2024,1,12,73,4200,4
2337,08/05/2023,24,19,73,9500,5
3163,09/19/2023,21,15,73,9750,5
4675,11/10/2023,1,7,73,2450,4
5167,11/27/2023,3,15,73,3750,4
7310,02/09/2024,3,5,73,1250,4
131,01/16/2023,3,5,74,1250,5
1782,06/11/2023,5,11,74,4950,4
1816,06/14/2023,26,9,74,8100,4
1860,06/20/2023,12,11,74,3300,4
2654,09/02/2023,24,10,74,5000,4
4994,11/20/2023,5,8,74,3600,5
5090,11/24/2023,1,6,74,2100,4
7228,02/07/2024,1,14,74,4900,4
7392,02/11/2024,4,9,74,5400,5
8470,03/18/2024,1,6,74,2100,4
9434,06/01/2024,3,13,74,3250,5
84,01/10/2023,20,6,74,4800,4
2167,07/21/2023,1,5,74,1750,5
2920,09/10/2023,23,20,74,5000,4
3456,09/28/2023,23,16,74,4000,5
4792,11/13/2023,9,15,74,10500,4
5604,12/10/2023,11,17,74,9350,5
7577,02/18/2024,1,18,74,6300,5
8474,03/18/2024,2,20,74,18000,4
9458,06/05/2024,2,7,74,6300,5
10361,09/29/2024,2,8,74,7200,4
117,01/14/2023,15,19,74,6650,5
1039,04/06/2023,14,14,74,4480,5
1531,05/19/2023,13,19,74,8550,4
1727,06/06/2023,12,10,74,3000,5
2308,08/02/2023,11,6,74,3300,4
3497,09/29/2023,23,10,74,2500,5
3562,10/01/2023,23,18,74,4500,5
3840,10/10/2023,11,15,74,8250,5
3891,10/12/2023,9,13,74,9100,5
4173,10/23/2023,5,17,74,7650,5
9193,05/07/2024,3,20,74,5000,4
2592,08/30/2023,24,13,74,6500,5
2972,09/12/2023,23,7,74,1750,4
7251,02/07/2024,4,16,74,9600,4
1990,07/04/2023,9,15,74,10500,5
6203,12/31/2023,14,6,74,1920,4
7496,02/15/2024,2,19,74,17100,4
7666,02/21/2024,3,13,74,3250,4
7708,02/23/2024,1,9,74,3150,5
2625,09/01/2023,24,14,74,7000,4
5985,12/24/2023,14,10,74,3200,5
7965,03/02/2024,1,17,74,5950,4
9998,08/13/2024,4,13,74,7800,4
203,01/22/2023,26,19,75,17100,4
576,02/24/2023,17,16,75,9600,5
1899,06/24/2023,26,20,75,18000,4
2302,08/01/2023,18,10,75,4500,5
3602,10/02/2023,21,14,75,9100,5
5821,12/19/2023,5,16,75,7200,4
7128,02/03/2024,2,20,75,18000,4
7785,02/25/2024,4,20,75,12000,4
10264,09/18/2024,3,12,75,3000,5
1664,06/01/2023,24,7,75,3500,5
1947,07/01/2023,6,7,75,8400,5
2757,09/06/2023,24,11,75,5500,5
3834,10/10/2023,9,17,75,11900,4
4850,11/15/2023,7,13,75,19500,4
8084,03/04/2024,4,5,75,3000,5
9115,04/30/2024,4,18,75,10800,4
414,02/10/2023,1,6,75,2100,5
2313,08/02/2023,24,5,75,2500,5
2467,08/18/2023,24,18,75,9000,5
2797,09/07/2023,23,12,75,3000,5
6566,01/13/2024,2,18,75,16200,4
6787,01/21/2024,2,14,75,12600,4
8421,03/16/2024,4,18,75,10800,4
2675,09/03/2023,24,7,75,3500,4
8904,04/05/2024,2,17,75,15300,4
6655,01/16/2024,3,15,75,3750,5
7112,02/02/2024,3,13,75,3250,4
8476,03/18/2024,2,5,75,4500,4
67,01/08/2023,21,13,76,8450,4
622,02/28/2023,27,11,76,2200,5
883,03/22/2023,18,16,76,7200,5
1535,05/19/2023,23,14,76,3500,4
2315,08/02/2023,24,6,76,3000,4
2525,08/24/2023,24,14,76,7000,5
4928,11/18/2023,7,20,76,30000,4
7196,02/05/2024,4,6,76,3600,5
8217,03/09/2024,2,19,76,17100,4
9913,08/05/2024,2,19,76,17100,4
10198,09/09/2024,4,8,76,4800,5
10232,09/13/2024,4,15,76,9000,5
10246,09/15/2024,2,19,76,17100,5
36,01/04/2023,22,9,76,3600,4
4681,11/10/2023,4,10,76,6000,5
5152,11/26/2023,6,18,76,21600,4
5159,11/26/2023,10,6,76,10800,4
5190,11/27/2023,9,15,76,10500,5
5491,12/07/2023,6,20,76,24000,5
6009,12/25/2023,14,10,76,3200,4
6484,01/10/2024,14,6,76,1920,5
9754,07/14/2024,4,6,76,3600,5
183,01/20/2023,13,19,76,8550,4
415,02/10/2023,2,13,76,11700,4
597,02/26/2023,13,9,76,4050,4
1913,06/27/2023,10,6,76,10800,4
2550,08/26/2023,24,17,76,8500,5
2553,08/26/2023,24,20,76,10000,4
2565,08/28/2023,24,14,76,7000,5
2894,09/10/2023,21,16,76,10400,4
3419,09/27/2023,22,14,76,5600,5
3603,10/02/2023,22,17,76,6800,5
3650,10/04/2023,6,11,76,13200,5
4513,11/04/2023,9,8,76,5600,5
5465,12/06/2023,7,13,76,19500,4
5702,12/15/2023,1,13,76,4550,4
574,02/24/2023,12,16,76,4800,5
7389,02/11/2024,4,19,76,11400,4
8701,03/26/2024,1,5,76,1750,5
9248,05/11/2024,4,20,76,12000,5
7832,02/27/2024,2,15,76,13500,5
10083,08/25/2024,3,13,76,3250,5
10130,09/01/2024,3,9,76,2250,5
1440,05/11/2023,10,16,77,28800,5
1629,05/29/2023,4,5,77,3000,4
4338,10/29/2023,2,16,77,14400,5
5261,11/30/2023,3,5,77,1250,5
5526,12/08/2023,7,12,77,18000,4
6382,01/06/2024,14,6,77,1920,5
6741,01/19/2024,3,18,77,4500,5
7401,02/12/2024,1,15,77,5250,5
7970,03/02/2024,1,10,77,3500,5
8353,03/14/2024,2,15,77,13500,4
9689,07/05/2024,2,15,77,13500,4
9959,08/10/2024,2,6,77,5400,5
10079,08/25/2024,1,11,77,3850,4
94,01/11/2023,20,9,77,7200,5
1175,04/19/2023,7,5,77,7500,4
2560,08/27/2023,24,17,77,8500,4
2598,08/31/2023,24,9,77,4500,4
3278,09/22/2023,23,11,77,2750,4
6061,12/26/2023,14,20,77,6400,4
7062,01/31/2024,3,16,77,4000,4
7464,02/13/2024,4,19,77,11400,5
7597,02/18/2024,4,5,77,3000,4
591,02/25/2023,28,5,77,1500,5
1014,04/03/2023,9,12,77,8400,5
1599,05/26/2023,11,19,77,10450,5
4042,10/18/2023,6,19,77,22800,5
4915,11/18/2023,3,20,77,5000,5
10206,09/11/2024,1,8,77,2800,5
461,02/14/2023,19,8,77,2400,4
1317,05/01/2023,12,8,77,2400,4
5924,12/22/2023,14,19,77,6080,4
7250,02/07/2024,4,5,77,3000,4
442,02/12/2023,26,7,77,6300,4
3770,10/08/2023,7,20,77,30000,5
6271,01/03/2024,14,18,77,5760,4
8129,03/06/2024,1,5,77,1750,4
9025,04/19/2024,3,15,77,3750,4
9045,04/22/2024,1,6,77,2100,4
327,02/01/2023,13,6,77,2700,5
1372,05/05/2023,15,10,77,3500,5
3624,10/03/2023,7,10,77,15000,4
4523,11/04/2023,11,11,77,6050,4
5099,11/24/2023,4,20,77,12000,4
5456,12/06/2023,2,16,77,14400,4
8335,03/13/2024,3,13,77,3250,4
578,02/24/2023,23,7,78,1750,5
605,02/26/2023,28,5,78,1500,5
1457,05/13/2023,3,16,78,4000,4
1669,06/02/2023,9,19,78,13300,4
3524,09/30/2023,23,12,78,3000,5
4186,10/23/2023,9,19,78,13300,5
5611,12/11/2023,2,14,78,12600,4
6637,01/16/2024,1,19,78,6650,5
6985,01/28/2024,4,5,78,3000,5
7465,02/13/2024,4,20,78,12000,4
7621,02/19/2024,4,10,78,6000,4
8101,03/05/2024,2,16,78,14400,4
9351,05/23/2024,4,13,78,7800,5
9651,07/01/2024,3,16,78,4000,4
9929,08/06/2024,4,14,78,8400,5
1385,05/06/2023,18,18,78,8100,5
1790,06/11/2023,17,9,78,5400,4
